NO,Temp,Time
751,27.75,2013-04-30 00:10:40
752,27.75,2013-04-30 00:10:41
753,27.75,2013-04-30 00:10:42
754,27.75,2013-04-30 00:10:43
755,27.75,2013-04-30 00:10:44
756,27.75,2013-04-30 00:10:45
757,27.69,2013-04-30 00:10:46
758,27.75,2013-04-30 00:10:47
759,27.69,2013-04-30 00:10:48
760,27.75,2013-04-30 00:10:49
761,27.75,2013-04-30 00:10:50
762,27.75,2013-04-30 00:10:51
763,27.69,2013-04-30 00:10:52
764,27.75,2013-04-30 00:10:53
765,27.69,2013-04-30 00:10:54
766,27.69,2013-04-30 00:10:55
767,27.69,2013-04-30 00:10:56
768,27.69,2013-04-30 00:10:57
769,27.69,2013-04-30 00:10:58
770,27.69,2013-04-30 00:10:59
771,27.75,2013-04-30 00:11:00
772,27.69,2013-04-30 00:11:01
773,27.63,2013-04-30 00:11:02
774,27.69,2013-04-30 00:11:03
775,27.69,2013-04-30 00:11:04
776,27.63,2013-04-30 00:11:05
777,27.63,2013-04-30 00:11:06
778,27.63,2013-04-30 00:11:08
779,27.63,2013-04-30 00:11:09
780,27.63,2013-04-30 00:11:10
781,27.63,2013-04-30 00:11:11
782,27.63,2013-04-30 00:11:12
783,27.63,2013-04-30 00:11:13
784,27.63,2013-04-30 00:11:14
785,27.63,2013-04-30 00:11:15
786,27.63,2013-04-30 00:11:16
787,27.63,2013-04-30 00:11:17
788,27.63,2013-04-30 00:11:18
789,27.63,2013-04-30 00:11:19
790,27.63,2013-04-30 00:11:20
791,27.63,2013-04-30 00:11:21
792,27.63,2013-04-30 00:11:22
793,27.63,2013-04-30 00:11:23
794,27.63,2013-04-30 00:11:24
795,27.63,2013-04-30 00:11:25
796,27.63,2013-04-30 00:11:26
797,27.63,2013-04-30 00:11:27
798,27.63,2013-04-30 00:11:28
799,27.63,2013-04-30 00:11:29
800,27.63,2013-04-30 00:11:30
801,27.63,2013-04-30 00:11:31
802,27.63,2013-04-30 00:11:32
803,27.63,2013-04-30 00:11:33
804,27.63,2013-04-30 00:11:34
805,27.63,2013-04-30 00:11:35
806,27.63,2013-04-30 00:11:36
807,27.63,2013-04-30 00:11:37
808,27.63,2013-04-30 00:11:38
809,27.63,2013-04-30 00:11:39
810,27.63,2013-04-30 00:11:40
811,27.63,2013-04-30 00:11:41
812,27.63,2013-04-30 00:11:42
813,27.63,2013-04-30 00:11:43
814,27.63,2013-04-30 00:11:44
815,27.63,2013-04-30 00:11:45
816,27.63,2013-04-30 00:11:46
817,27.63,2013-04-30 00:11:47
818,27.63,2013-04-30 00:11:48
819,27.63,2013-04-30 00:11:49
820,27.63,2013-04-30 00:11:50
821,27.63,2013-04-30 00:11:51
822,27.63,2013-04-30 00:11:52
823,27.63,2013-04-30 00:11:53
824,27.63,2013-04-30 00:11:54
825,27.63,2013-04-30 00:11:55
826,27.63,2013-04-30 00:11:56
827,27.63,2013-04-30 00:11:57
828,27.63,2013-04-30 00:11:58
829,27.63,2013-04-30 00:11:59
830,27.63,2013-04-30 00:12:00
831,27.63,2013-04-30 00:12:01
832,27.63,2013-04-30 00:12:02
833,27.63,2013-04-30 00:12:03
834,27.63,2013-04-30 00:12:04
835,27.63,2013-04-30 00:12:05
836,27.63,2013-04-30 00:12:06
837,27.63,2013-04-30 00:12:07
838,27.63,2013-04-30 00:12:08
839,27.63,2013-04-30 00:12:09
840,27.63,2013-04-30 00:12:10
841,27.56,2013-04-30 00:12:11
842,27.56,2013-04-30 00:12:12
843,27.56,2013-04-30 00:12:13
844,27.50,2013-04-30 00:12:14
845,27.50,2013-04-30 00:12:15
846,27.50,2013-04-30 00:12:16
847,27.50,2013-04-30 00:12:17
848,27.50,2013-04-30 00:12:18
849,27.50,2013-04-30 00:12:20
850,27.50,2013-04-30 00:12:21
851,27.50,2013-04-30 00:12:22
852,27.50,2013-04-30 00:12:23
853,27.50,2013-04-30 00:12:24
854,27.50,2013-04-30 00:12:25
855,27.50,2013-04-30 00:12:26
856,27.50,2013-04-30 00:12:27
857,27.50,2013-04-30 00:12:28
858,27.50,2013-04-30 00:12:29
859,27.50,2013-04-30 00:12:30
860,27.44,2013-04-30 00:12:31
861,27.50,2013-04-30 00:12:32
862,27.44,2013-04-30 00:12:33
863,27.44,2013-04-30 00:12:34
864,27.44,2013-04-30 00:12:35
865,27.44,2013-04-30 00:12:36
866,27.44,2013-04-30 00:12:37
